BEYOND,#genre#
伤追人,http://em.21dtv.com/songs/60037995.mkv
痛爱(演唱会),http://em.21dtv.com/songs/60042781.mkv
take me higher,http://em.21dtv.com/songs/60005441.mkv
同班同学,http://em.21dtv.com/songs/60042648.mkv
天才与白痴,http://em.21dtv.com/songs/60041762.mkv
天大的谎,http://em.21dtv.com/songs/60041772.mkv
跳飞机,http://em.21dtv.com/songs/60042433.mkv
昙花,http://em.21dtv.com/songs/60041428.mkv
太空舱,http://em.21dtv.com/songs/60165446.mkv
甜蜜蜜(演唱会),http://em.21dtv.com/songs/60042382.mkv
touch,http://em.21dtv.com/songs/60005907.mkv
天气会变,http://em.21dtv.com/songs/60041951.mkv
突然好想你,http://em.21dtv.com/songs/60108366.mkv
透视(演唱会),http://em.21dtv.com/songs/60042916.mkv
天上人间,http://em.21dtv.com/songs/60041988.mkv
我,http://em.21dtv.com/songs/60134980.mkv
我的骄傲(演唱会),http://em.21dtv.com/songs/60045119.mkv
我对门匙说,http://em.21dtv.com/songs/60045398.mkv
我对门匙说(演唱会),http://em.21dtv.com/songs/60045397.mkv
我还是你的,http://em.21dtv.com/songs/60045479.mkv
悟空,http://em.21dtv.com/songs/60047838.mkv
悟空(演唱会),http://em.21dtv.com/songs/60047837.mkv
忘了时间的钟,http://em.21dtv.com/songs/60043599.mkv
我们的彩虹,http://em.21dtv.com/songs/60045791.mkv
完美的一天,http://em.21dtv.com/songs/60043112.mkv
为你钟情(演唱会),http://em.21dtv.com/songs/60044017.mkv
我生,http://em.21dtv.com/songs/60046061.mkv
我生(演唱会),http://em.21dtv.com/songs/60046060.mkv
我是猫,http://em.21dtv.com/songs/60046126.mkv
我送你,http://em.21dtv.com/songs/60046261.mkv
无心爱,http://em.21dtv.com/songs/60156135.mkv
无涯洞,http://em.21dtv.com/songs/60078471.mkv
问燕儿,http://em.21dtv.com/songs/60044505.mkv
我与你,http://em.21dtv.com/songs/60116611.mkv
我自问,http://em.21dtv.com/songs/60046979.mkv
我自问(演唱会),http://em.21dtv.com/songs/60046978.mkv
相爱吧,http://em.21dtv.com/songs/60048588.mkv
寻宝,http://em.21dtv.com/songs/60051808.mkv
下次再见,http://em.21dtv.com/songs/60048274.mkv
下次再见(演唱会),http://em.21dtv.com/songs/60048272.mkv
幸福方舟(演唱会),http://em.21dtv.com/songs/60071366.mkv
幸福号列车,http://em.21dtv.com/songs/60051317.mkv
喜欢,http://em.21dtv.com/songs/60048110.mkv
心乱如麻(演唱会),http://em.21dtv.com/songs/60050376.mkv
心里有数,http://em.21dtv.com/songs/60050349.mkv
小明星,http://em.21dtv.com/songs/60134976.mkv
想你 无需要太多,http://em.21dtv.com/songs/60134979.mkv
殉情记,http://em.21dtv.com/songs/60051865.mkv
笑说想,http://em.21dtv.com/songs/60049952.mkv
夏天的童话,http://em.21dtv.com/songs/60048407.mkv
心跳回忆(演唱会),http://em.21dtv.com/songs/60050593.mkv
小甜蜜,http://em.21dtv.com/songs/60049764.mkv
弦心碎,http://em.21dtv.com/songs/60117392.mkv
幸运铃声,http://em.21dtv.com/songs/60051419.mkv
小指,http://em.21dtv.com/songs/60049898.mkv
星战(演唱会),http://em.21dtv.com/songs/60051163.mkv
约定你,http://em.21dtv.com/songs/60056255.mkv
预感,http://em.21dtv.com/songs/60055805.mkv
一光年,http://em.21dtv.com/songs/60053136.mkv
友共情,http://em.21dtv.com/songs/60055054.mkv
友共情(演唱会),http://em.21dtv.com/songs/60055052.mkv
义海豪情,http://em.21dtv.com/songs/60054102.mkv
眼睛不能没眼泪,http://em.21dtv.com/songs/60052046.mkv
眼睛不能没眼泪(演唱会),http://em.21dtv.com/songs/60052045.mkv
眼睛不能没有眼泪,http://em.21dtv.com/songs/60065302.mkv
夜空的精灵,http://em.21dtv.com/songs/60052591.mkv
一刻永恒,http://em.21dtv.com/songs/60053242.mkv
原来的你,http://em.21dtv.com/songs/60055933.mkv
由零开始,http://em.21dtv.com/songs/60134985.mkv
以你为荣,http://em.21dtv.com/songs/60054084.mkv
以你为荣(演唱会),http://em.21dtv.com/songs/60054083.mkv
有你一天,http://em.21dtv.com/songs/60055239.mkv
有所不知,http://em.21dtv.com/songs/60055319.mkv
有谁共鸣 沉默是金,http://em.21dtv.com/songs/60134983.mkv
一生何求,http://em.21dtv.com/songs/60053554.mkv
有实无名,http://em.21dtv.com/songs/60066542.mkv
有心,http://em.21dtv.com/songs/60055339.mkv
有心人,http://em.21dtv.com/songs/60134982.mkv
烟雨蒙蒙,http://em.21dtv.com/songs/60102014.mkv
一知半解,http://em.21dtv.com/songs/60053898.mkv
宇宙大帝,http://em.21dtv.com/songs/60079336.mkv
追(演唱会),http://em.21dtv.com/songs/60059494.mkv
最爱,http://em.21dtv.com/songs/60132273.mkv
找到你是我最伟大的成功,http://em.21dtv.com/songs/60111739.mkv
直到银婚(演唱会),http://em.21dtv.com/songs/60079605.mkv
重复犯错,http://em.21dtv.com/songs/60059121.mkv
重复犯错(演唱会),http://em.21dtv.com/songs/60059120.mkv
中箭,http://em.21dtv.com/songs/60058973.mkv
中间人,http://em.21dtv.com/songs/60058972.mkv
追 今生今世,http://em.21dtv.com/songs/60134986.mkv
追梦者,http://em.21dtv.com/songs/60069026.mkv
至net小人类(演唱会),http://em.21dtv.com/songs/60058791.mkv
钻石败犬,http://em.21dtv.com/songs/60060038.mkv
重拾旧欢,http://em.21dtv.com/songs/60059148.mkv
致少年时代,http://em.21dtv.com/songs/60102015.mkv
侦探档案,http://em.21dtv.com/songs/60057973.mkv
周星呢,http://em.21dtv.com/songs/60059188.mkv
只友情不变,http://em.21dtv.com/songs/60090780.mkv
自作多情(演唱会),http://em.21dtv.com/songs/60059812.mkv
最终幻想,http://em.21dtv.com/songs/60060459.mkv
在这离别的时候,http://em.21dtv.com/songs/60090781.mkv
在这离别时候,http://em.21dtv.com/songs/60057208.mkv

光良,#genre#
阿比安吉,http://em.21dtv.com/songs/60156991.mkv
爱的不快乐,http://em.21dtv.com/songs/60090654.mkv
爱的城墙,http://em.21dtv.com/songs/60126621.mkv
爱的传说,http://em.21dtv.com/songs/60110227.mkv
爱可以点亮整个世界,http://em.21dtv.com/songs/60007672.mkv
爱上你我傻乎乎,http://em.21dtv.com/songs/60008694.mkv
爱上她(演唱会),http://em.21dtv.com/songs/60008711.mkv
爱太难,http://em.21dtv.com/songs/60129562.mkv
爱我别走(演唱会),http://em.21dtv.com/songs/60008886.mkv
爱在草原,http://em.21dtv.com/songs/60086438.mkv
爱してる,http://em.21dtv.com/songs/60082461.mkv
暴风雨,http://em.21dtv.com/songs/60094356.mkv
不会分离,http://em.21dtv.com/songs/60011156.mkv
不会遗忘,http://em.21dtv.com/songs/60011162.mkv
不离不弃,http://em.21dtv.com/songs/60094123.mkv
不缺,http://em.21dtv.com/songs/60147128.mkv
不愿一个人入睡,http://em.21dtv.com/songs/60011723.mkv
出走,http://em.21dtv.com/songs/60120337.mkv
等(演唱会),http://em.21dtv.com/songs/60014836.mkv
Dance,http://em.21dtv.com/songs/60104401.mkv
单恋,http://em.21dtv.com/songs/60014345.mkv
单恋(演唱会),http://em.21dtv.com/songs/60014344.mkv
动了我的情,http://em.21dtv.com/songs/60065941.mkv
打喷嚏,http://em.21dtv.com/songs/60013805.mkv
都是你,http://em.21dtv.com/songs/60015704.mkv
德善奇迹,http://em.21dtv.com/songs/60111112.mkv
店小二,http://em.21dtv.com/songs/60015359.mkv
多想做个幸福的女人,http://em.21dtv.com/songs/60071903.mkv
第一次,http://em.21dtv.com/songs/60015233.mkv
第一次(演唱会),http://em.21dtv.com/songs/60015231.mkv
二九九九年的圣诞节,http://em.21dtv.com/songs/60016337.mkv
分手那天,http://em.21dtv.com/songs/60017099.mkv
芬香,http://em.21dtv.com/songs/60080512.mkv
光,http://em.21dtv.com/songs/60019269.mkv
乖乖乖,http://em.21dtv.com/songs/60101535.mkv
姑娘呀姑娘,http://em.21dtv.com/songs/60061217.mkv
该散就散,http://em.21dtv.com/songs/60169392.mkv
够意思,http://em.21dtv.com/songs/60144794.mkv
回到一个人,http://em.21dtv.com/songs/60022097.mkv
花儿又开,http://em.21dtv.com/songs/60021354.mkv
火辣辣的爱,http://em.21dtv.com/songs/60086617.mkv
回忆里的疯狂,http://em.21dtv.com/songs/60080537.mkv
i am who i am,http://em.21dtv.com/songs/60002410.mkv
i miss you,http://em.21dtv.com/songs/60002618.mkv
讲不听,http://em.21dtv.com/songs/60023414.mkv
戒赌,http://em.21dtv.com/songs/60126620.mkv
记得我爱你,http://em.21dtv.com/songs/60022697.mkv
给力,http://em.21dtv.com/songs/60082952.mkv
寂寞的时候真想有个伴,http://em.21dtv.com/songs/60022867.mkv
借你的肩膀靠一靠,http://em.21dtv.com/songs/60023727.mkv
江南雨,http://em.21dtv.com/songs/60099619.mkv
今生就要在一起,http://em.21dtv.com/songs/60076118.mkv
今世情缘,http://em.21dtv.com/songs/60072082.mkv
给自己,http://em.21dtv.com/songs/60079898.mkv
九种使用孤独的正确方式,http://em.21dtv.com/songs/60146018.mkv
看到你的脸,http://em.21dtv.com/songs/60090655.mkv
恋,http://em.21dtv.com/songs/60026983.mkv
恋爱,http://em.21dtv.com/songs/60083294.mkv
两地,http://em.21dtv.com/songs/60067203.mkv
灵灵,http://em.21dtv.com/songs/60165506.mkv
连梦也没有(演唱会),http://em.21dtv.com/songs/60026940.mkv
六年,http://em.21dtv.com/songs/60156994.mkv
林中鸟,http://em.21dtv.com/songs/60120916.mkv
梦回云南,http://em.21dtv.com/songs/60062411.mkv
妹妹,http://em.21dtv.com/songs/60029362.mkv
没你的日子,http://em.21dtv.com/songs/60028739.mkv
没你的日子(演唱会),http://em.21dtv.com/songs/60028738.mkv
梦中新娘,http://em.21dtv.com/songs/60109381.mkv
女孩别哭,http://em.21dtv.com/songs/60032860.mkv
年轮,http://em.21dtv.com/songs/60083548.mkv
男人,http://em.21dtv.com/songs/60131775.mkv
难忘你的脸,http://em.21dtv.com/songs/60031276.mkv
那些爱过的事,http://em.21dtv.com/songs/60108318.mkv
那一段日子,http://em.21dtv.com/songs/60132217.mkv
你知道我在想你吗,http://em.21dtv.com/songs/60148115.mkv
朋友首日封,http://em.21dtv.com/songs/60033350.mkv
亲爱的请你不要走,http://em.21dtv.com/songs/60131449.mkv
请不要在别人的肩上哭泣,http://em.21dtv.com/songs/60132216.mkv
清水,http://em.21dtv.com/songs/60034897.mkv
如果你还爱我(演唱会),http://em.21dtv.com/songs/60036856.mkv
如果你愿意,http://em.21dtv.com/songs/60036886.mkv
日落,http://em.21dtv.com/songs/60110854.mkv
让梦自由的飞,http://em.21dtv.com/songs/60113271.mkv
让你飞,http://em.21dtv.com/songs/60080971.mkv
若无其事,http://em.21dtv.com/songs/60037122.mkv
说不出的快活,http://em.21dtv.com/songs/60040350.mkv
舍不得,http://em.21dtv.com/songs/60130101.mkv
手机流言,http://em.21dtv.com/songs/60039611.mkv
是你变了吗,http://em.21dtv.com/songs/60039452.mkv
stop now,http://em.21dtv.com/songs/60005277.mkv
伤心的地狱,http://em.21dtv.com/songs/60087348.mkv
伤心地铁,http://em.21dtv.com/songs/60037899.mkv
伤心地铁(演唱会),http://em.21dtv.com/songs/60037898.mkv
伤心一万个,http://em.21dtv.com/songs/60148114.mkv
岁月有情,http://em.21dtv.com/songs/60139067.mkv
睡在时针上的人,http://em.21dtv.com/songs/60150343.mkv
双子星,http://em.21dtv.com/songs/60039912.mkv
天边的情哥哥,http://em.21dtv.com/songs/60167396.mkv
台北下着雨的星期天,http://em.21dtv.com/songs/60061614.mkv
童话,http://em.21dtv.com/songs/60042729.mkv
土豪也懂爱,http://em.21dtv.com/songs/60099450.mkv
天禁诀,http://em.21dtv.com/songs/60110853.mkv
突来的雨,http://em.21dtv.com/songs/60101926.mkv
天堂,http://em.21dtv.com/songs/60042096.mkv
忐忑的季节,http://em.21dtv.com/songs/60085764.mkv
太天真,http://em.21dtv.com/songs/60041354.mkv
台湾小调,http://em.21dtv.com/songs/60041280.mkv
我爱你在哪里,http://em.21dtv.com/songs/60090653.mkv
我不想走_我不想跑,http://em.21dtv.com/songs/60088216.mkv
我不想走 我不想逃,http://em.21dtv.com/songs/60044895.mkv
晚餐,http://em.21dtv.com/songs/60043220.mkv
无处躲藏,http://em.21dtv.com/songs/60062379.mkv
我的梦中姑娘,http://em.21dtv.com/songs/60045163.mkv
我等你,http://em.21dtv.com/songs/60065069.mkv
忘记爱情忘记你,http://em.21dtv.com/songs/60115455.mkv
我们的爱情,http://em.21dtv.com/songs/60163200.mkv
我们的故事,http://em.21dtv.com/songs/60071256.mkv
握你的手,http://em.21dtv.com/songs/60047025.mkv
为你伤心为你哭,http://em.21dtv.com/songs/60115454.mkv
我是不是你最疼爱的人,http://em.21dtv.com/songs/60069974.mkv
我是真的好想你,http://em.21dtv.com/songs/60109664.mkv
为她流下相思泪,http://em.21dtv.com/songs/60144793.mkv
未完成的爱情,http://em.21dtv.com/songs/60110855.mkv
我永远是你的之DJ,http://em.21dtv.com/songs/60090270.mkv
相伴到老,http://em.21dtv.com/songs/60048623.mkv
下辈子再爱你,http://em.21dtv.com/songs/60048261.mkv
想飞越,http://em.21dtv.com/songs/60049031.mkv
心甘情愿,http://em.21dtv.com/songs/60050238.mkv
雪莲,http://em.21dtv.com/songs/60143145.mkv
小三,http://em.21dtv.com/songs/60049719.mkv
喜事连连,http://em.21dtv.com/songs/60130100.mkv
向左走向右走,http://em.21dtv.com/songs/60049366.mkv
雨,http://em.21dtv.com/songs/60055629.mkv
拥抱,http://em.21dtv.com/songs/60163164.mkv
拥抱我,http://em.21dtv.com/songs/60054585.mkv
夜场情歌,http://em.21dtv.com/songs/60079055.mkv
约定,http://em.21dtv.com/songs/60056246.mkv
约定(演唱会),http://em.21dtv.com/songs/60056237.mkv
一点光一点亮(演唱会),http://em.21dtv.com/songs/60052859.mkv
缘份让我们牵手,http://em.21dtv.com/songs/60108929.mkv
烟火,http://em.21dtv.com/songs/60051967.mkv
一见钟情,http://em.21dtv.com/songs/60111111.mkv
勇气,http://em.21dtv.com/songs/60054856.mkv
遗弃的玫瑰,http://em.21dtv.com/songs/60054054.mkv
缘起缘灭,http://em.21dtv.com/songs/60090656.mkv
右手边,http://em.21dtv.com/songs/60055481.mkv
用我的心去握你的手,http://em.21dtv.com/songs/60054894.mkv
拥有,http://em.21dtv.com/songs/60096729.mkv
有缘的结局,http://em.21dtv.com/songs/60111113.mkv
紫金山,http://em.21dtv.com/songs/60059647.mkv
张开翅膀,http://em.21dtv.com/songs/60111700.mkv
祝妈妈长命百岁,http://em.21dtv.com/songs/60059358.mkv
最亲密的人,http://em.21dtv.com/songs/60105616.mkv
追求完美,http://em.21dtv.com/songs/60080144.mkv
造天气的人,http://em.21dtv.com/songs/60148646.mkv
张小姐,http://em.21dtv.com/songs/60111923.mkv
走西口,http://em.21dtv.com/songs/60157905.mkv
这样爱你够不够,http://em.21dtv.com/songs/60057880.mkv
醉一回,http://em.21dtv.com/songs/60117563.mkv
中意他,http://em.21dtv.com/songs/60148857.mkv
再遥远的距离,http://em.21dtv.com/songs/60111699.mkv

韩红,#genre#
爱的箴言,http://em.21dtv.com/songs/60007457.mkv
爱你爱的容易吗,http://em.21dtv.com/songs/60106076.mkv
爱是阳光,http://em.21dtv.com/songs/60008807.mkv
爱我的理由,http://em.21dtv.com/songs/60074507.mkv
爱在江南,http://em.21dtv.com/songs/60009170.mkv
北京的金山上,http://em.21dtv.com/songs/60010196.mkv
不是爱人不配情深,http://em.21dtv.com/songs/60011355.mkv
变味的咖啡,http://em.21dtv.com/songs/60074678.mkv
不想再平凡,http://em.21dtv.com/songs/60167843.mkv
春光,http://em.21dtv.com/songs/60013256.mkv
曾经的感动,http://em.21dtv.com/songs/60067780.mkv
擦肩而过,http://em.21dtv.com/songs/60074818.mkv
茶马古道,http://em.21dtv.com/songs/60012207.mkv
唱起春天的故事,http://em.21dtv.com/songs/60012337.mkv
穿行,http://em.21dtv.com/songs/60013100.mkv
慈愿,http://em.21dtv.com/songs/60064080.mkv
穿越爱恋,http://em.21dtv.com/songs/60064072.mkv
当兵就是这样的人,http://em.21dtv.com/songs/60014513.mkv
大哥,http://em.21dtv.com/songs/60013931.mkv
多情的土地(演唱会),http://em.21dtv.com/songs/60065951.mkv
翻身农奴把歌唱(演唱会),http://em.21dtv.com/songs/60016463.mkv
分手在那个秋天,http://em.21dtv.com/songs/60017126.mkv
分手在那个秋天(演唱会),http://em.21dtv.com/songs/60017125.mkv
奉献,http://em.21dtv.com/songs/60169910.mkv
飞行时刻,http://em.21dtv.com/songs/60156166.mkv
飞扬,http://em.21dtv.com/songs/60016884.mkv
风雨中的美丽,http://em.21dtv.com/songs/60017436.mkv
风雨中的美丽(演唱会),http://em.21dtv.com/songs/60017435.mkv
歌唱,http://em.21dtv.com/songs/60018358.mkv
歌唱2002,http://em.21dtv.com/songs/60018359.mkv
感动,http://em.21dtv.com/songs/60100633.mkv
归来,http://em.21dtv.com/songs/60066004.mkv
橄榄树,http://em.21dtv.com/songs/60109017.mkv
格桑花开,http://em.21dtv.com/songs/60018421.mkv
钢铁之翼,http://em.21dtv.com/songs/60165431.mkv
故乡的云,http://em.21dtv.com/songs/60109729.mkv
回到拉萨,http://em.21dtv.com/songs/60109016.mkv
红高粱,http://em.21dtv.com/songs/60106450.mkv
火红的日子,http://em.21dtv.com/songs/60075943.mkv
海阔天空,http://em.21dtv.com/songs/60109018.mkv
红蔷薇,http://em.21dtv.com/songs/60109730.mkv
混世,http://em.21dtv.com/songs/60022329.mkv
很想问你是否爱过,http://em.21dtv.com/songs/60020666.mkv
很想问你是否爱过我,http://em.21dtv.com/songs/60091618.mkv
回族姑娘,http://em.21dtv.com/songs/60022258.mkv
If You,http://em.21dtv.com/songs/60121130.mkv
i will always love you,http://em.21dtv.com/songs/60002717.mkv
九儿,http://em.21dtv.com/songs/60106449.mkv
极速心跳,http://em.21dtv.com/songs/60137844.mkv
家乡,http://em.21dtv.com/songs/60023019.mkv
家乡(演唱会),http://em.21dtv.com/songs/60023018.mkv
空城记,http://em.21dtv.com/songs/60025441.mkv
礼,http://em.21dtv.com/songs/60026046.mkv
来吧,http://em.21dtv.com/songs/60025940.mkv
梨花又开放,http://em.21dtv.com/songs/60108150.mkv
灵魂走在大街上,http://em.21dtv.com/songs/60163007.mkv
流浪,http://em.21dtv.com/songs/60027617.mkv
流浪的孩子,http://em.21dtv.com/songs/60076468.mkv
浪拉山情,http://em.21dtv.com/songs/60026229.mkv
蓝玫瑰的眼泪,http://em.21dtv.com/songs/60146160.mkv
蓝色的雪山,http://em.21dtv.com/songs/60088958.mkv
灵犀一动,http://em.21dtv.com/songs/60127589.mkv
梦的翅膀,http://em.21dtv.com/songs/60151740.mkv
美丽松州我的家,http://em.21dtv.com/songs/60094400.mkv
莫尼山,http://em.21dtv.com/songs/60109019.mkv
母亲河我喊你一声妈妈,http://em.21dtv.com/songs/60030529.mkv
你不会回来,http://em.21dtv.com/songs/60031476.mkv
你不会回来(演唱会),http://em.21dtv.com/songs/60031475.mkv
那个冬季,http://em.21dtv.com/songs/60030694.mkv
你好杰克逊,http://em.21dtv.com/songs/60106075.mkv
那片海,http://em.21dtv.com/songs/60030755.mkv
那片海(演唱会),http://em.21dtv.com/songs/60030754.mkv
你说的算什么,http://em.21dtv.com/songs/60155132.mkv
你随风散去,http://em.21dtv.com/songs/60032278.mkv
你是这样的人,http://em.21dtv.com/songs/60109015.mkv
你在雪夜离开,http://em.21dtv.com/songs/60032482.mkv
偶爱你,http://em.21dtv.com/songs/60033053.mkv
偶像,http://em.21dtv.com/songs/60033068.mkv
飘,http://em.21dtv.com/songs/60033448.mkv
漂(演唱会),http://em.21dtv.com/songs/60033447.mkv
葡萄,http://em.21dtv.com/songs/60116373.mkv
青春,http://em.21dtv.com/songs/60080540.mkv
情定380,http://em.21dtv.com/songs/60062487.mkv
清风细浪寄深情,http://em.21dtv.com/songs/60034876.mkv
千年之约,http://em.21dtv.com/songs/60133079.mkv
情人,http://em.21dtv.com/songs/60035170.mkv
青藏高原(演唱会),http://em.21dtv.com/songs/60034640.mkv
如果爱你是个错,http://em.21dtv.com/songs/60064802.mkv
绒花,http://em.21dtv.com/songs/60151006.mkv
rolling in the deep,http://em.21dtv.com/songs/60069131.mkv
深处(演唱会),http://em.21dtv.com/songs/60038284.mkv
神话,http://em.21dtv.com/songs/60038445.mkv
算了吧,http://em.21dtv.com/songs/60040892.mkv
撒拉情,http://em.21dtv.com/songs/60136335.mkv
是谁,http://em.21dtv.com/songs/60039482.mkv
山水贵客,http://em.21dtv.com/songs/60123364.mkv
天国的嫁衣,http://em.21dtv.com/songs/60164970.mkv
谈何容易,http://em.21dtv.com/songs/60099617.mkv
天空,http://em.21dtv.com/songs/60041876.mkv
天空(演唱会),http://em.21dtv.com/songs/60041872.mkv
天路,http://em.21dtv.com/songs/60041931.mkv
天亮了,http://em.21dtv.com/songs/60041915.mkv
突然想流泪,http://em.21dtv.com/songs/60042935.mkv
抬头见喜,http://em.21dtv.com/songs/60041290.mkv
天天想你,http://em.21dtv.com/songs/60042155.mkv
天堂一个美丽的地方,http://em.21dtv.com/songs/60077899.mkv
天下平安,http://em.21dtv.com/songs/60103709.mkv
天之大,http://em.21dtv.com/songs/60122269.mkv
我,http://em.21dtv.com/songs/60044530.mkv
我曾有过我也都懂,http://em.21dtv.com/songs/60127588.mkv
我的生活你的歌,http://em.21dtv.com/songs/60117064.mkv
我的祖国,http://em.21dtv.com/songs/60045365.mkv
无地自容(最美和声),http://em.21dtv.com/songs/60100634.mkv
我和你,http://em.21dtv.com/songs/60045532.mkv
我们的爱,http://em.21dtv.com/songs/60045786.mkv
我是不是你最爱的人,http://em.21dtv.com/songs/60046082.mkv
我是大海哥,http://em.21dtv.com/songs/60149783.mkv
往事随风,http://em.21dtv.com/songs/60108149.mkv
我醉了吗,http://em.21dtv.com/songs/60047005.mkv
雪,http://em.21dtv.com/songs/60051667.mkv
相爱,http://em.21dtv.com/songs/60048584.mkv
相伴在红尘,http://em.21dtv.com/songs/60106885.mkv
斜当,http://em.21dtv.com/songs/60049987.mkv
心海,http://em.21dtv.com/songs/60050279.mkv
雪花飘下妈的爱,http://em.21dtv.com/songs/60078972.mkv
醒了,http://em.21dtv.com/songs/60051179.mkv
喜玛拉雅,http://em.21dtv.com/songs/60048161.mkv
小屁孩儿,http://em.21dtv.com/songs/60154546.mkv
喜气洋洋,http://em.21dtv.com/songs/60048167.mkv
心语,http://em.21dtv.com/songs/60100632.mkv
雪域光芒,http://em.21dtv.com/songs/60051751.mkv
乡音嘹亮,http://em.21dtv.com/songs/60112090.mkv
相约如梦,http://em.21dtv.com/songs/60048884.mkv
一杯美酒 楼兰姑娘,http://em.21dtv.com/songs/60110672.mkv
拥抱明天,http://em.21dtv.com/songs/60054583.mkv
远方的孩子,http://em.21dtv.com/songs/60121131.mkv
远方的情人,http://em.21dtv.com/songs/60056142.mkv
一个人,http://em.21dtv.com/songs/60111522.mkv
永隔一江水,http://em.21dtv.com/songs/60124697.mkv
遇见飞天,http://em.21dtv.com/songs/60163316.mkv
一江水,http://em.21dtv.com/songs/60053184.mkv
月亮,http://em.21dtv.com/songs/60056375.mkv
与你相依,http://em.21dtv.com/songs/60055597.mkv
一去不回(演唱会),http://em.21dtv.com/songs/60053465.mkv
映山红,http://em.21dtv.com/songs/60107352.mkv
一时间,http://em.21dtv.com/songs/60152705.mkv
夜深人静,http://em.21dtv.com/songs/60149448.mkv
原野,http://em.21dtv.com/songs/60056023.mkv
永远的闺蜜,http://em.21dtv.com/songs/60136496.mkv
有一天你会懂,http://em.21dtv.com/songs/60079917.mkv
一走了之,http://em.21dtv.com/songs/60053943.mkv
藏獒传奇,http://em.21dtv.com/songs/60074841.mkv
在北京的金山上,http://em.21dtv.com/songs/60057035.mkv
最差的时光,http://em.21dtv.com/songs/60060123.mkv
祖国不会忘记,http://em.21dtv.com/songs/60084619.mkv
中国吉祥,http://em.21dtv.com/songs/60058893.mkv
再叫一声妈妈,http://em.21dtv.com/songs/60068970.mkv
众里寻你,http://em.21dtv.com/songs/60156110.mkv
众里寻你(演唱会),http://em.21dtv.com/songs/60059082.mkv
状元,http://em.21dtv.com/songs/60168962.mkv
这样的女人,http://em.21dtv.com/songs/60057884.mkv
忠于自我,http://em.21dtv.com/songs/60156139.mkv
重整河山待后生(演唱会),http://em.21dtv.com/songs/60059175.mkv

金玟岐,#genre#
爱哭鬼,http://em.21dtv.com/songs/60007680.mkv
爱呀,http://em.21dtv.com/songs/60103640.mkv
不会太久,http://em.21dtv.com/songs/60011160.mkv
别哭(演唱会),http://em.21dtv.com/songs/60010596.mkv
不思议人生,http://em.21dtv.com/songs/60150047.mkv
不速之客,http://em.21dtv.com/songs/60011406.mkv
别在我离开你之前离开我(演唱会),http://em.21dtv.com/songs/60010790.mkv
错过相见错不过想念,http://em.21dtv.com/songs/60130815.mkv
春光乍洩,http://em.21dtv.com/songs/60013267.mkv
城市背后,http://em.21dtv.com/songs/60114839.mkv
成为我自己,http://em.21dtv.com/songs/60169859.mkv
第二眼美女,http://em.21dtv.com/songs/60015181.mkv
东京铁塔的幸福,http://em.21dtv.com/songs/60015540.mkv
抵抗力,http://em.21dtv.com/songs/60107862.mkv
对你而言,http://em.21dtv.com/songs/60016044.mkv
对我好一点,http://em.21dtv.com/songs/60016073.mkv
第一百零一个答案,http://em.21dtv.com/songs/60015229.mkv
房间,http://em.21dtv.com/songs/60066990.mkv
孤单,http://em.21dtv.com/songs/60104271.mkv
过去了,http://em.21dtv.com/songs/60107018.mkv
换,http://em.21dtv.com/songs/60168317.mkv
挥霍爱人的耐性,http://em.21dtv.com/songs/60022061.mkv
很久以后,http://em.21dtv.com/songs/60153108.mkv
哗啦啦少年再见,http://em.21dtv.com/songs/60167983.mkv
缓慢的爱,http://em.21dtv.com/songs/60021810.mkv
i feel so good(演唱会),http://em.21dtv.com/songs/60002516.mkv
芥末不辣,http://em.21dtv.com/songs/60023712.mkv
寂寞飞行,http://em.21dtv.com/songs/60022878.mkv
惊天动地,http://em.21dtv.com/songs/60127514.mkv
静止,http://em.21dtv.com/songs/60167494.mkv
镜子联想曲,http://em.21dtv.com/songs/60024290.mkv
就这么一辈子(演唱会),http://em.21dtv.com/songs/60024676.mkv
看不见的星星,http://em.21dtv.com/songs/60145334.mkv
快乐在唱歌,http://em.21dtv.com/songs/60091583.mkv
来得及,http://em.21dtv.com/songs/60107017.mkv
路人,http://em.21dtv.com/songs/60027952.mkv
留在谁的心里,http://em.21dtv.com/songs/60027583.mkv
梦,http://em.21dtv.com/songs/60156653.mkv
幕后大咖,http://em.21dtv.com/songs/60168412.mkv
迷魂阵,http://em.21dtv.com/songs/60029872.mkv
面具,http://em.21dtv.com/songs/60107019.mkv
妹妹,http://em.21dtv.com/songs/60029363.mkv
没那么爱她,http://em.21dtv.com/songs/60028728.mkv
明天爱谁,http://em.21dtv.com/songs/60030174.mkv
没有不可能,http://em.21dtv.com/songs/60137823.mkv
你不公平,http://em.21dtv.com/songs/60031465.mkv
能不能看到我,http://em.21dtv.com/songs/60147516.mkv
你会不会变,http://em.21dtv.com/songs/60031802.mkv
你那边是晴天,http://em.21dtv.com/songs/60031926.mkv
那年的情书,http://em.21dtv.com/songs/60030737.mkv
你是爱我的,http://em.21dtv.com/songs/60031992.mkv
凝望,http://em.21dtv.com/songs/60032720.mkv
难相处,http://em.21dtv.com/songs/60031286.mkv
偶像,http://em.21dtv.com/songs/60146763.mkv
泡泡糖,http://em.21dtv.com/songs/60033219.mkv
朋友的朋友,http://em.21dtv.com/songs/60033325.mkv
亲爱的你怎么不我身边,http://em.21dtv.com/songs/60088196.mkv
